,geo_value,time_value,covid_cases,confirmed_covid_visit,doctor_visits,hospital_admissions,google_anosmia_volume,google_ageusia_volume,covid_deaths,geo_value_t_minus_1,time_value_t_minus_1,covid_cases_t_minus_1,confirmed_covid_vist_t_minus_1,doctor_visits_t_minus_1,hospital_admissions_t_minus_1,google_anosmia_volume_t_minus_1,google_ageusia_volume_t_minus_1,covid_deaths_t_minus,covid_cases_t_plus_one
160,5,2020-08-03,11846.0,1.191464,6.429778,2.410395,0.14,0.13,194.0,5,2020-08-02,11524.0,1.226357,6.406159,2.109699,0.16,0.15,193.0,11909.0
161,5,2020-08-04,11909.0,1.093732,6.039197,2.680314,0.15,0.12,197.0,5,2020-08-03,11846.0,1.191464,6.429778,2.410395,0.14,0.13,194.0,12136.0
162,5,2020-08-05,12136.0,1.00913,6.174118,3.017739,0.17,0.14,198.0,5,2020-08-04,11909.0,1.093732,6.039197,2.680314,0.15,0.12,197.0,12136.0
163,5,2020-08-06,12136.0,0.938343,5.806069,3.351424,0.16,0.13,205.0,5,2020-08-05,12136.0,1.00913,6.174118,3.017739,0.17,0.14,198.0,12136.0
164,5,2020-08-07,12136.0,1.011203,5.697517,3.565392,0.11,0.07,209.0,5,2020-08-06,12136.0,0.938343,5.806069,3.351424,0.16,0.13,205.0,12136.0
165,5,2020-08-08,12136.0,0.981928,5.77172,3.919891,0.14,0.08,209.0,5,2020-08-07,12136.0,1.011203,5.697517,3.565392,0.11,0.07,209.0,13199.0
166,5,2020-08-09,13199.0,0.880155,5.796362,4.246898,0.13,0.06,208.0,5,2020-08-08,12136.0,0.981928,5.77172,3.919891,0.14,0.08,209.0,13218.0
167,5,2020-08-10,13218.0,0.821538,5.940218,4.463761,0.15,0.12,208.0,5,2020-08-09,13199.0,0.880155,5.796362,4.246898,0.13,0.06,208.0,13664.0
168,5,2020-08-11,13664.0,0.748329,5.596454,4.574003,0.1,0.05,209.0,5,2020-08-10,13218.0,0.821538,5.940218,4.463761,0.15,0.12,208.0,14099.0
169,5,2020-08-12,14099.0,0.754961,5.352791,4.577518,0.13,0.11,220.0,5,2020-08-11,13664.0,0.748329,5.596454,4.574003,0.1,0.05,209.0,14229.0
170,5,2020-08-13,14229.0,0.779213,5.109096,4.449839,0.13,0.08,223.0,5,2020-08-12,14099.0,0.754961,5.352791,4.577518,0.13,0.11,220.0,14558.0
171,5,2020-08-14,14558.0,0.808961,4.988857,4.21747,0.11,0.09,226.0,5,2020-08-13,14229.0,0.779213,5.109096,4.449839,0.13,0.08,223.0,14558.0
172,5,2020-08-15,14558.0,0.896292,4.71387,4.000489,0.1,0.14,226.0,5,2020-08-14,14558.0,0.808961,4.988857,4.21747,0.11,0.09,226.0,15123.0
173,5,2020-08-16,15123.0,0.823077,4.449215,3.753986,0.08,0.14,226.0,5,2020-08-15,14558.0,0.896292,4.71387,4.000489,0.1,0.14,226.0,15130.0
174,5,2020-08-17,15130.0,0.81869,4.166766,3.556885,0.11,0.08,226.0,5,2020-08-16,15123.0,0.823077,4.449215,3.753986,0.08,0.14,226.0,15437.0
175,5,2020-08-18,15437.0,0.904658,4.186009,3.653361,0.08,0.11,228.0,5,2020-08-17,15130.0,0.81869,4.166766,3.556885,0.11,0.08,226.0,15836.0
176,5,2020-08-19,15836.0,0.894763,4.324931,3.539625,0.08,0.08,231.0,5,2020-08-18,15437.0,0.904658,4.186009,3.653361,0.08,0.11,228.0,16184.0
177,5,2020-08-20,16184.0,0.89493,4.442745,3.517469,0.07,0.1,234.0,5,2020-08-19,15836.0,0.894763,4.324931,3.539625,0.08,0.08,231.0,16469.0
178,5,2020-08-21,16469.0,0.852174,4.398286,3.558153,0.09,0.1,237.0,5,2020-08-20,16184.0,0.89493,4.442745,3.517469,0.07,0.1,234.0,16693.0
179,5,2020-08-22,16693.0,0.764612,4.222688,3.73761,0.12,0.06,236.0,5,2020-08-21,16469.0,0.852174,4.398286,3.558153,0.09,0.1,237.0,16723.0
180,5,2020-08-23,16723.0,0.67687,4.124328,3.914447,0.09,0.1,236.0,5,2020-08-22,16693.0,0.764612,4.222688,3.73761,0.12,0.06,236.0,16733.0
181,5,2020-08-24,16733.0,0.607694,4.431079,3.939279,0.11,0.09,236.0,5,2020-08-23,16723.0,0.67687,4.124328,3.914447,0.09,0.1,236.0,17275.0
182,5,2020-08-25,17275.0,0.500062,4.661684,3.9045,0.1,0.09,237.0,5,2020-08-24,16733.0,0.607694,4.431079,3.939279,0.11,0.09,236.0,17385.0
183,5,2020-08-26,17385.0,0.409876,4.761575,3.67912,0.11,0.11,238.0,5,2020-08-25,17275.0,0.500062,4.661684,3.9045,0.1,0.09,237.0,17621.0
184,5,2020-08-27,17621.0,0.373357,4.814276,3.388644,0.07,0.09,239.0,5,2020-08-26,17385.0,0.409876,4.761575,3.67912,0.11,0.11,238.0,17847.0
185,5,2020-08-28,17847.0,0.35779,4.687669,3.035802,0.1,0.09,242.0,5,2020-08-27,17621.0,0.373357,4.814276,3.388644,0.07,0.09,239.0,17847.0
186,5,2020-08-29,17847.0,0.346793,4.62413,2.787819,0.1,0.1,255.0,5,2020-08-28,17847.0,0.35779,4.687669,3.035802,0.1,0.09,242.0,18040.0
187,5,2020-08-30,18040.0,0.283491,4.290436,2.632727,0.11,0.09,253.0,5,2020-08-29,17847.0,0.346793,4.62413,2.787819,0.1,0.1,255.0,18187.0
188,5,2020-08-31,18187.0,0.234512,4.078609,2.501301,0.11,0.05,253.0,5,2020-08-30,18040.0,0.283491,4.290436,2.632727,0.11,0.09,253.0,18445.0
189,5,2020-09-01,18445.0,0.231818,4.041816,2.465917,0.09,0.07,253.0,5,2020-08-31,18187.0,0.234512,4.078609,2.501301,0.11,0.05,253.0,18695.0
190,5,2020-09-02,18695.0,0.29357,4.057104,2.595397,0.11,0.09,265.0,5,2020-09-01,18445.0,0.231818,4.041816,2.465917,0.09,0.07,253.0,18852.0
191,5,2020-09-03,18852.0,0.337244,4.222118,2.594501,0.07,0.07,280.0,5,2020-09-02,18695.0,0.29357,4.057104,2.595397,0.11,0.09,265.0,18977.0
192,5,2020-09-04,18977.0,0.417859,4.415972,2.452862,0.11,0.06,281.0,5,2020-09-03,18852.0,0.337244,4.222118,2.594501,0.07,0.07,280.0,19131.0
193,5,2020-09-05,19131.0,0.425887,4.284997,2.348125,0.1,0.09,284.0,5,2020-09-04,18977.0,0.417859,4.415972,2.452862,0.11,0.06,281.0,19131.0
194,5,2020-09-06,19131.0,0.407298,4.81877,2.313905,0.11,0.1,286.0,5,2020-09-05,19131.0,0.425887,4.284997,2.348125,0.1,0.09,284.0,19350.0
195,5,2020-09-07,19350.0,0.42066,5.153019,2.426481,0.08,0.14,286.0,5,2020-09-06,19131.0,0.407298,4.81877,2.313905,0.11,0.1,286.0,19350.0
196,5,2020-09-08,19350.0,0.47591,6.461271,2.456092,0.1,0.08,293.0,5,2020-09-07,19350.0,0.42066,5.153019,2.426481,0.08,0.14,286.0,19596.0
197,5,2020-09-09,19596.0,0.59488,6.401362,2.658009,0.06,0.06,294.0,5,2020-09-08,19350.0,0.47591,6.461271,2.456092,0.1,0.08,293.0,19710.0
198,5,2020-09-10,19710.0,0.555278,6.206021,2.910867,0.09,0.1,297.0,5,2020-09-09,19596.0,0.59488,6.401362,2.658009,0.06,0.06,294.0,19819.0
199,5,2020-09-11,19819.0,0.517163,5.847324,3.045259,0.07,0.05,303.0,5,2020-09-10,19710.0,0.555278,6.206021,2.910867,0.09,0.1,297.0,19837.0
200,5,2020-09-12,19837.0,0.448199,5.563479,2.965388,0.07,0.07,312.0,5,2020-09-11,19819.0,0.517163,5.847324,3.045259,0.07,0.05,303.0,19991.0
201,5,2020-09-13,19991.0,0.424562,5.38354,2.991587,0.08,0.1,311.0,5,2020-09-12,19837.0,0.448199,5.563479,2.965388,0.07,0.07,312.0,20022.0
202,5,2020-09-14,20022.0,0.412195,5.219664,3.068693,0.11,0.1,311.0,5,2020-09-13,19991.0,0.424562,5.38354,2.991587,0.08,0.1,311.0,20097.0
203,5,2020-09-15,20097.0,0.610095,4.814215,3.140918,0.14,0.07,332.0,5,2020-09-14,20022.0,0.412195,5.219664,3.068693,0.11,0.1,311.0,20097.0
204,5,2020-09-16,20097.0,0.571856,4.72443,3.269026,0.12,0.05,338.0,5,2020-09-15,20097.0,0.610095,4.814215,3.140918,0.14,0.07,332.0,20162.0
205,5,2020-09-17,20162.0,0.666879,4.725366,3.623746,0.06,0.09,344.0,5,2020-09-16,20097.0,0.571856,4.72443,3.269026,0.12,0.05,338.0,20364.0
206,5,2020-09-18,20364.0,0.60626,4.501031,4.118003,0.08,0.07,346.0,5,2020-09-17,20162.0,0.666879,4.725366,3.623746,0.06,0.09,344.0,20494.0
207,5,2020-09-19,20494.0,0.531353,4.455537,4.469027,0.1,0.09,348.0,5,2020-09-18,20364.0,0.60626,4.501031,4.118003,0.08,0.07,346.0,20558.0
208,5,2020-09-20,20558.0,0.511152,3.997171,4.67256,0.1,0.13,348.0,5,2020-09-19,20494.0,0.531353,4.455537,4.469027,0.1,0.09,348.0,20641.0
209,5,2020-09-21,20641.0,0.49002,3.620413,5.09011,0.11,0.07,348.0,5,2020-09-20,20558.0,0.511152,3.997171,4.67256,0.1,0.13,348.0,20748.0
210,5,2020-09-22,20748.0,0.464675,3.423418,5.259872,0.12,0.07,360.0,5,2020-09-21,20641.0,0.49002,3.620413,5.09011,0.11,0.07,348.0,20839.0
211,5,2020-09-23,20839.0,0.464479,3.41854,5.214462,0.07,0.08,366.0,5,2020-09-22,20748.0,0.464675,3.423418,5.259872,0.12,0.07,360.0,20951.0
212,5,2020-09-24,20951.0,0.487475,3.453578,4.838014,0.14,0.08,369.0,5,2020-09-23,20839.0,0.464479,3.41854,5.214462,0.07,0.08,366.0,21028.0
213,5,2020-09-25,21028.0,0.433238,3.451686,4.237072,0.12,0.08,372.0,5,2020-09-24,20951.0,0.487475,3.453578,4.838014,0.14,0.08,369.0,21028.0
214,5,2020-09-26,21028.0,0.456795,3.238141,3.462332,0.07,0.07,375.0,5,2020-09-25,21028.0,0.433238,3.451686,4.237072,0.12,0.08,372.0,21189.0
215,5,2020-09-27,21189.0,0.414264,2.891378,2.588328,0.13,0.07,375.0,5,2020-09-26,21028.0,0.456795,3.238141,3.462332,0.07,0.07,375.0,21240.0
216,5,2020-09-28,21240.0,0.383245,2.686574,1.7499,0.1,0.07,375.0,5,2020-09-27,21189.0,0.414264,2.891378,2.588328,0.13,0.07,375.0,21323.0
217,5,2020-09-29,21323.0,0.328336,2.910825,1.026745,0.07,0.07,379.0,5,2020-09-28,21240.0,0.383245,2.686574,1.7499,0.1,0.07,375.0,21383.0
218,5,2020-09-30,21383.0,0.378024,3.356442,0.586874,0.08,0.09,385.0,5,2020-09-29,21323.0,0.328336,2.910825,1.026745,0.07,0.07,379.0,21458.0
219,5,2020-10-01,21458.0,0.442982,3.901384,0.322559,0.24,0.06,388.0,5,2020-09-30,21383.0,0.378024,3.356442,0.586874,0.08,0.09,385.0,21508.0
220,5,2020-10-02,21508.0,0.466546,4.291976,0.214107,0.11,0.08,387.0,5,2020-10-01,21458.0,0.442982,3.901384,0.322559,0.24,0.06,388.0,21621.0
221,5,2020-10-03,21621.0,0.527569,4.428844,0.291004,0.12,0.09,391.0,5,2020-10-02,21508.0,0.466546,4.291976,0.214107,0.11,0.08,387.0,21708.0
222,5,2020-10-04,21708.0,0.506706,4.546256,0.369408,0.13,0.09,388.0,5,2020-10-03,21621.0,0.527569,4.428844,0.291004,0.12,0.09,391.0,21746.0
223,5,2020-10-05,21746.0,0.50597,4.591832,0.389019,0.09,0.1,388.0,5,2020-10-04,21708.0,0.506706,4.546256,0.369408,0.13,0.09,388.0,21809.0
224,5,2020-10-06,21809.0,0.425881,4.746997,0.378877,0.1,0.04,390.0,5,2020-10-05,21746.0,0.50597,4.591832,0.389019,0.09,0.1,388.0,21845.0
225,5,2020-10-07,21845.0,0.527846,5.209071,0.334598,0.12,0.1,403.0,5,2020-10-06,21809.0,0.425881,4.746997,0.378877,0.1,0.04,390.0,21938.0
226,5,2020-10-08,21938.0,0.579809,5.617421,0.201056,0.09,0.09,403.0,5,2020-10-07,21845.0,0.527846,5.209071,0.334598,0.12,0.1,403.0,21942.0
227,5,2020-10-09,21942.0,0.522405,5.73259,0.097892,0.12,0.11,407.0,5,2020-10-08,21938.0,0.579809,5.617421,0.201056,0.09,0.09,403.0,22072.0
228,5,2020-10-10,22072.0,0.521833,5.697731,0.093387,0.06,0.12,406.0,5,2020-10-09,21942.0,0.522405,5.73259,0.097892,0.12,0.11,407.0,22149.0
229,5,2020-10-11,22149.0,0.482811,5.05796,0.089496,0.11,0.06,400.0,5,2020-10-10,22072.0,0.521833,5.697731,0.093387,0.06,0.12,406.0,22149.0
230,5,2020-10-12,22149.0,0.456287,4.571735,0.089088,0.07,0.06,395.0,5,2020-10-11,22149.0,0.482811,5.05796,0.089496,0.11,0.06,400.0,22279.0
231,5,2020-10-13,22279.0,0.36823,4.548509,0.088433,0.09,0.07,390.0,5,2020-10-12,22149.0,0.456287,4.571735,0.089088,0.07,0.06,395.0,22325.0
232,5,2020-10-14,22325.0,0.337094,4.787189,0.088495,0.09,0.07,401.0,5,2020-10-13,22279.0,0.36823,4.548509,0.088433,0.09,0.07,390.0,22370.0
233,5,2020-10-15,22370.0,0.267648,4.747688,0.089587,0.11,0.06,401.0,5,2020-10-14,22325.0,0.337094,4.787189,0.088495,0.09,0.07,401.0,22408.0
234,5,2020-10-16,22408.0,0.254604,4.936703,0.089474,0.06,0.06,398.0,5,2020-10-15,22370.0,0.267648,4.747688,0.089587,0.11,0.06,401.0,22459.0
235,5,2020-10-17,22459.0,0.255816,4.920047,0.156003,0.14,0.08,399.0,5,2020-10-16,22408.0,0.254604,4.936703,0.089474,0.06,0.06,398.0,22636.0
236,5,2020-10-18,22636.0,0.253371,4.454931,0.286471,0.07,0.1,393.0,5,2020-10-17,22459.0,0.255816,4.920047,0.156003,0.14,0.08,399.0,22738.0
237,5,2020-10-19,22738.0,0.258211,4.287386,0.401441,0.09,0.09,393.0,5,2020-10-18,22636.0,0.253371,4.454931,0.286471,0.07,0.1,393.0,22807.0
238,5,2020-10-20,22807.0,0.22964,4.391263,0.537549,0.07,0.08,392.0,5,2020-10-19,22738.0,0.258211,4.287386,0.401441,0.09,0.09,393.0,22932.0
239,5,2020-10-21,22932.0,0.188133,4.657938,0.69747,0.11,0.1,393.0,5,2020-10-20,22807.0,0.22964,4.391263,0.537549,0.07,0.08,392.0,23001.0
240,5,2020-10-22,23001.0,0.220355,5.051022,0.738187,0.1,0.05,394.0,5,2020-10-21,22932.0,0.188133,4.657938,0.69747,0.11,0.1,393.0,23133.0
241,5,2020-10-23,23133.0,0.262749,5.411014,0.769618,0.11,0.07,394.0,5,2020-10-22,23001.0,0.220355,5.051022,0.738187,0.1,0.05,394.0,23215.0
242,5,2020-10-24,23215.0,0.281587,5.622785,0.795385,0.08,0.08,399.0,5,2020-10-23,23133.0,0.262749,5.411014,0.769618,0.11,0.07,394.0,23312.0
243,5,2020-10-25,23312.0,0.309772,5.032606,0.773047,0.1,0.08,399.0,5,2020-10-24,23215.0,0.281587,5.622785,0.795385,0.08,0.08,399.0,23391.0
244,5,2020-10-26,23391.0,0.323533,4.826965,0.720241,0.12,0.07,399.0,5,2020-10-25,23312.0,0.309772,5.032606,0.773047,0.1,0.08,399.0,23391.0
245,5,2020-10-27,23391.0,0.3277,4.964974,0.614163,0.11,0.07,401.0,5,2020-10-26,23391.0,0.323533,4.826965,0.720241,0.12,0.07,399.0,23576.0
246,5,2020-10-28,23576.0,0.292376,5.441404,0.523357,0.12,0.14,401.0,5,2020-10-27,23391.0,0.3277,4.964974,0.614163,0.11,0.07,401.0,23636.0
247,5,2020-10-29,23636.0,0.239927,5.661216,0.388987,0.08,0.05,402.0,5,2020-10-28,23576.0,0.292376,5.441404,0.523357,0.12,0.14,401.0,23775.0
248,5,2020-10-30,23775.0,0.217216,6.295161,0.262839,0.09,0.04,402.0,5,2020-10-29,23636.0,0.239927,5.661216,0.388987,0.08,0.05,402.0,23876.0
249,5,2020-10-31,23876.0,0.337342,6.214377,0.166341,0.1,0.09,417.0,5,2020-10-30,23775.0,0.217216,6.295161,0.262839,0.09,0.04,402.0,23994.0
250,5,2020-11-01,23994.0,0.38834,5.761697,0.095564,0.12,0.07,420.0,5,2020-10-31,23876.0,0.337342,6.214377,0.166341,0.1,0.09,417.0,24095.0
251,5,2020-11-02,24095.0,0.453816,6.520756,0.090169,0.09,0.07,420.0,5,2020-11-01,23994.0,0.38834,5.761697,0.095564,0.12,0.07,420.0,24162.0
252,5,2020-11-03,24162.0,0.447851,6.368014,0.089775,0.09,0.09,419.0,5,2020-11-02,24095.0,0.453816,6.520756,0.090169,0.09,0.07,420.0,24233.0
253,5,2020-11-04,24233.0,0.405976,6.500743,0.089375,0.11,0.05,419.0,5,2020-11-03,24162.0,0.447851,6.368014,0.089775,0.09,0.09,419.0,24370.0
254,5,2020-11-05,24370.0,0.444857,6.827775,0.08919,0.1,0.07,421.0,5,2020-11-04,24233.0,0.405976,6.500743,0.089375,0.11,0.05,419.0,24418.0
255,5,2020-11-06,24418.0,0.481269,7.220122,0.09115,0.09,0.07,421.0,5,2020-11-05,24370.0,0.444857,6.827775,0.08919,0.1,0.07,421.0,24664.0
256,5,2020-11-07,24664.0,0.444005,6.909546,0.101287,0.08,0.09,425.0,5,2020-11-06,24418.0,0.481269,7.220122,0.09115,0.09,0.07,421.0,24851.0
257,5,2020-11-08,24851.0,0.48226,6.495211,0.447221,0.09,0.07,425.0,5,2020-11-07,24664.0,0.444005,6.909546,0.101287,0.08,0.09,425.0,25001.0
258,5,2020-11-09,25001.0,0.513531,6.708716,0.999391,0.12,0.08,425.0,5,2020-11-08,24851.0,0.48226,6.495211,0.447221,0.09,0.07,425.0,25110.0
259,5,2020-11-10,25110.0,0.535176,6.74271,1.486984,0.15,0.08,425.0,5,2020-11-09,25001.0,0.513531,6.708716,0.999391,0.12,0.08,425.0,25249.0
260,5,2020-11-11,25249.0,0.533562,7.184981,1.985434,0.15,0.09,433.0,5,2020-11-10,25110.0,0.535176,6.74271,1.486984,0.15,0.08,425.0,25400.0
261,5,2020-11-12,25400.0,0.569168,7.871491,2.544712,0.12,0.07,436.0,5,2020-11-11,25249.0,0.533562,7.184981,1.985434,0.15,0.09,433.0,25599.0
262,5,2020-11-13,25599.0,0.558313,8.174076,2.985964,0.14,0.08,438.0,5,2020-11-12,25400.0,0.569168,7.871491,2.544712,0.12,0.07,436.0,25760.0
263,5,2020-11-14,25760.0,0.516382,8.299437,3.169193,0.16,0.1,439.0,5,2020-11-13,25599.0,0.558313,8.174076,2.985964,0.14,0.08,438.0,25872.0
264,5,2020-11-15,25872.0,0.510099,7.813171,3.289914,0.14,0.11,440.0,5,2020-11-14,25760.0,0.516382,8.299437,3.169193,0.16,0.1,439.0,26047.0
265,5,2020-11-16,26047.0,0.580389,7.953621,3.262136,0.14,0.12,440.0,5,2020-11-15,25872.0,0.510099,7.813171,3.289914,0.14,0.11,440.0,26460.0
266,5,2020-11-17,26460.0,0.624756,8.094283,3.198819,0.12,0.11,443.0,5,2020-11-16,26047.0,0.580389,7.953621,3.262136,0.14,0.12,440.0,26655.0
267,5,2020-11-18,26655.0,0.668941,8.676634,3.043822,0.17,0.11,444.0,5,2020-11-17,26460.0,0.624756,8.094283,3.198819,0.12,0.11,443.0,26927.0
268,5,2020-11-19,26927.0,0.591948,10.05721,2.849828,0.14,0.11,445.0,5,2020-11-18,26655.0,0.668941,8.676634,3.043822,0.17,0.11,444.0,27223.0
269,5,2020-11-20,27223.0,0.57389,10.328862,2.660776,0.16,0.09,448.0,5,2020-11-19,26927.0,0.591948,10.05721,2.849828,0.14,0.11,445.0,27435.0
270,5,2020-11-21,27435.0,0.573584,10.98898,2.517893,0.13,0.15,448.0,5,2020-11-20,27223.0,0.57389,10.328862,2.660776,0.16,0.09,448.0,27485.0
271,5,2020-11-22,27485.0,0.56014,10.638386,2.513278,0.15,0.1,448.0,5,2020-11-21,27435.0,0.573584,10.98898,2.517893,0.13,0.15,448.0,27622.0
272,5,2020-11-23,27622.0,0.526261,11.135462,2.634748,0.21,0.15,448.0,5,2020-11-22,27485.0,0.56014,10.638386,2.513278,0.15,0.1,448.0,27857.0
273,5,2020-11-24,27857.0,0.468958,11.476579,3.035751,0.21,0.12,448.0,5,2020-11-23,27622.0,0.526261,11.135462,2.634748,0.21,0.15,448.0,28225.0
274,5,2020-11-25,28225.0,0.476286,12.303944,3.519573,0.18,0.18,451.0,5,2020-11-24,27857.0,0.468958,11.476579,3.035751,0.21,0.12,448.0,28225.0
275,5,2020-11-26,28225.0,0.557836,13.78922,4.059679,0.21,0.13,451.0,5,2020-11-25,28225.0,0.476286,12.303944,3.519573,0.18,0.18,451.0,28857.0
276,5,2020-11-27,28857.0,0.633472,15.409386,4.348966,0.16,0.16,454.0,5,2020-11-26,28225.0,0.557836,13.78922,4.059679,0.21,0.13,451.0,29116.0
277,5,2020-11-28,29116.0,0.748628,18.529208,4.690395,0.15,0.18,460.0,5,2020-11-27,28857.0,0.633472,15.409386,4.348966,0.16,0.16,454.0,29476.0
278,5,2020-11-29,29476.0,0.761239,17.400221,4.858623,0.27,0.18,461.0,5,2020-11-28,29116.0,0.748628,18.529208,4.690395,0.15,0.18,460.0,29668.0
279,5,2020-11-30,29668.0,0.798372,16.909151,4.964035,0.16,0.15,461.0,5,2020-11-29,29476.0,0.761239,17.400221,4.858623,0.27,0.18,461.0,29865.0
280,5,2020-12-01,29865.0,0.752255,14.78235,5.044891,0.19,0.14,464.0,5,2020-11-30,29668.0,0.798372,16.909151,4.964035,0.16,0.15,461.0,30330.0
281,5,2020-12-02,30330.0,0.681464,13.647573,4.884762,0.2,0.16,467.0,5,2020-12-01,29865.0,0.752255,14.78235,5.044891,0.19,0.14,464.0,30980.0
282,5,2020-12-03,30980.0,0.669817,13.298216,4.71219,0.25,0.17,469.0,5,2020-12-02,30330.0,0.681464,13.647573,4.884762,0.2,0.16,467.0,31204.0
283,5,2020-12-04,31204.0,0.68697,13.106942,4.62668,0.2,0.17,469.0,5,2020-12-03,30980.0,0.669817,13.298216,4.71219,0.25,0.17,469.0,31740.0
284,5,2020-12-05,31740.0,0.684487,12.609286,4.433586,0.29,0.16,469.0,5,2020-12-04,31204.0,0.68697,13.106942,4.62668,0.2,0.17,469.0,32545.0
285,5,2020-12-06,32545.0,0.712678,11.585832,4.440995,0.25,0.2,469.0,5,2020-12-05,31740.0,0.684487,12.609286,4.433586,0.29,0.16,469.0,32625.0
286,5,2020-12-07,32625.0,0.816301,11.302287,4.576732,0.26,0.15,470.0,5,2020-12-06,32545.0,0.712678,11.585832,4.440995,0.25,0.2,469.0,33736.0
287,5,2020-12-08,33736.0,0.791605,10.714071,4.625327,0.26,0.21,473.0,5,2020-12-07,32625.0,0.816301,11.302287,4.576732,0.26,0.15,470.0,34300.0
288,5,2020-12-09,34300.0,0.839219,10.672005,4.586153,0.21,0.22,474.0,5,2020-12-08,33736.0,0.791605,10.714071,4.625327,0.26,0.21,473.0,34881.0
289,5,2020-12-10,34881.0,0.914425,12.131519,4.588957,0.22,0.18,481.0,5,2020-12-09,34300.0,0.839219,10.672005,4.586153,0.21,0.22,474.0,35569.0
290,5,2020-12-11,35569.0,0.915858,12.920856,4.599998,0.19,0.2,486.0,5,2020-12-10,34881.0,0.914425,12.131519,4.588957,0.22,0.18,481.0,36185.0
291,5,2020-12-12,36185.0,0.971687,13.283877,4.379804,0.27,0.26,490.0,5,2020-12-11,35569.0,0.915858,12.920856,4.599998,0.19,0.2,486.0,36185.0
292,5,2020-12-13,36185.0,0.943657,13.25496,4.137958,0.29,0.21,490.0,5,2020-12-12,36185.0,0.971687,13.283877,4.379804,0.27,0.26,490.0,38218.0
293,5,2020-12-14,38218.0,0.935019,13.709449,3.872847,0.22,0.25,491.0,5,2020-12-13,36185.0,0.943657,13.25496,4.137958,0.29,0.21,490.0,38971.0
294,5,2020-12-15,38971.0,0.908134,13.637969,3.925855,0.3,0.23,496.0,5,2020-12-14,38218.0,0.935019,13.709449,3.872847,0.22,0.25,491.0,39598.0
295,5,2020-12-16,39598.0,0.859268,14.638986,4.137337,0.24,0.16,501.0,5,2020-12-15,38971.0,0.908134,13.637969,3.925855,0.3,0.23,496.0,40262.0
296,5,2020-12-17,40262.0,0.949776,14.860334,4.567278,0.23,0.19,512.0,5,2020-12-16,39598.0,0.859268,14.638986,4.137337,0.24,0.16,501.0,40284.0
297,5,2020-12-18,40284.0,1.055523,15.143705,5.37258,0.22,0.19,519.0,5,2020-12-17,40262.0,0.949776,14.860334,4.567278,0.23,0.19,512.0,42029.0
298,5,2020-12-19,42029.0,1.092346,15.61982,6.142452,0.35,0.27,520.0,5,2020-12-18,40284.0,1.055523,15.143705,5.37258,0.22,0.19,519.0,42655.0
299,5,2020-12-20,42655.0,1.106644,15.781495,6.911826,0.27,0.18,520.0,5,2020-12-19,42029.0,1.092346,15.61982,6.142452,0.35,0.27,520.0,44004.0
300,5,2020-12-21,44004.0,1.179433,16.436873,7.657444,0.26,0.21,522.0,5,2020-12-20,42655.0,1.106644,15.781495,6.911826,0.27,0.18,520.0,44756.0
301,5,2020-12-22,44756.0,1.091319,16.150328,8.756292,0.29,0.18,538.0,5,2020-12-21,44004.0,1.179433,16.436873,7.657444,0.26,0.21,522.0,45751.0
302,5,2020-12-23,45751.0,1.003108,16.749734,9.806471,0.32,0.21,541.0,5,2020-12-22,44756.0,1.091319,16.150328,8.756292,0.29,0.18,538.0,46753.0
303,5,2020-12-24,46753.0,1.064111,18.354727,10.324117,0.27,0.22,545.0,5,2020-12-23,45751.0,1.003108,16.749734,9.806471,0.32,0.21,541.0,47527.0
304,5,2020-12-25,47527.0,1.218608,21.866198,10.492277,0.3,0.27,546.0,5,2020-12-24,46753.0,1.064111,18.354727,10.324117,0.27,0.22,545.0,48365.0
305,5,2020-12-26,48365.0,1.272222,25.733473,10.811259,0.22,0.2,555.0,5,2020-12-25,47527.0,1.218608,21.866198,10.492277,0.3,0.27,546.0,49084.0
306,5,2020-12-27,49084.0,1.24836,24.161052,10.666859,0.34,0.23,555.0,5,2020-12-26,48365.0,1.272222,25.733473,10.811259,0.22,0.2,555.0,49764.0
307,5,2020-12-28,49764.0,1.212767,22.42566,10.60213,0.35,0.22,555.0,5,2020-12-27,49084.0,1.24836,24.161052,10.666859,0.34,0.23,555.0,50405.0
308,5,2020-12-29,50405.0,1.110832,21.246319,10.15402,0.3,0.25,556.0,5,2020-12-28,49764.0,1.212767,22.42566,10.60213,0.35,0.22,555.0,50946.0
309,5,2020-12-30,50946.0,1.088139,20.644833,9.881247,0.29,0.25,577.0,5,2020-12-29,50405.0,1.110832,21.246319,10.15402,0.3,0.25,556.0,51430.0
310,5,2020-12-31,51430.0,1.097847,20.154305,9.90174,0.23,0.26,583.0,5,2020-12-30,50946.0,1.088139,20.644833,9.881247,0.29,0.25,577.0,52191.0
311,5,2021-01-01,52191.0,1.123207,21.19056,9.822483,0.28,0.28,583.0,5,2020-12-31,51430.0,1.097847,20.154305,9.90174,0.23,0.26,583.0,52693.0
312,5,2021-01-02,52693.0,1.138978,21.744731,9.884735,0.35,0.38,585.0,5,2021-01-01,52191.0,1.123207,21.19056,9.822483,0.28,0.28,583.0,53326.0
313,5,2021-01-03,53326.0,1.131272,18.497644,9.828206,0.4,0.31,584.0,5,2021-01-02,52693.0,1.138978,21.744731,9.884735,0.35,0.38,585.0,53915.0
